Названия строк	Количество по полю Обобщенный	Среднее по полю ГлубинаН	Среднее по полю ГлубинаО
(TOP (NP (NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )(, )(NNP )(: )(NNP ))(. )))	1	4	1
(TOP (NP (NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP ))(. )))	1	4	1
(TOP (NP (NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP ))(: )(NP (NP (NNP ))(: )(NP (JJ )(NNP )(NNP )(NNP )))(. )))	1	5	1
(TOP (NP (NP (NNP ))(, )(NP (NNP ))(. )))	4	4	1
(TOP (NP (NP (NNP ))(, )(NP (NNP ))(: )(NP (NNP )(NNP ))(. )))	1	4	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(CC )(NNP )(NNP ))(, )(NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (NNP )))))(. )))	1	7	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(CC )(NNP )(NNP ))(, )(NP (NP (NNP ))(PP (IN )(S (VP (VBG )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (NP (JJ )(CC )(NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP ))(, )(NP (NN ))))))))))(. )))	1	12	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(CC )(NNP ))(, )(NP (NNP )))))	1	5	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(CC )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(CC )(NP (NP (NNP )(NNPS ))(, )(NP (NNS )(CD ))(, )(NP (CD ))))))(. )))	7	8	2,714285714
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(CD )(, )(NNS )(NNS ))(PP (IN )(NP (JJ )(JJ )(NNS )(. )(NN ))))))	4	6	2
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP )(NN ))(PP (IN )(NP (JJ )(NN ))))(. )))	4	6	2
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP )(NN ))(PP (IN )(NP (NN )))(, )(ADJP (JJ )(CC )(JJ )))(. )))	3	6	1,666666667
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP )(NNP )(NNP ))(PP (IN )(NP (NNP ))))(. )))	1	6	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNPS ))(, )(NP (NNP )(CC )(NNP ))(, )(NP (JJ )(NN )(NNP )(CD ))(: )(NP (CD )))))(. )))	5	7	2
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP ))(NP (NP (DT )(JJ )(JJ )(JJ )(NNS ))(PP (IN )(NP (CD )(NNS )))))(. )))	4	7	2
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP ))(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(, )(NP (NNS ))(, )(CC )(NP (JJ )(NN ))))))(. )))	5	8	2,4
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP )(NNP ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(, )(CD )))))(. )))	4	7	2
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(, )(NP (NNP )(NNP )(CD )))(. )))	1	5	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )(NNP )))(. )))	1	5	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(, )(NP (NNP )(NNP )))(. )))	1	5	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(NP (CD )))(. )))	1	5	1
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NNS ))(CC )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))))))(. )))	6	11	2,833333333
(TOP (NP (NP (NNP ))(, )(NP (NP (NNP ))(PP (IN )(NP (NP (DT )(NNP ))(PP (IN )(NP (DT )(NNP )(NNP )(NNP )(NNP ))))))(. )))	5	8	2,4
(TOP (NP (NP (NNP ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NNP )(NNP ))))(PP (TO )(NP (NNP )(NNP ))))(, )(PP (IN )(NP (NP (NNP )(NNP ))(CC )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NNP )(NNP ))(, )(NP (NN )))))))))(. )))	1	11	1
(TOP (NP (NP (NNP ))(: )(NP (NNP )(CD ))(. )))	1	4	1
(TOP (NP (NP (NNP ))(: )(NP (NP (DT )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(. )))	1	6	1
(TOP (NP (NP (NNP ))(: )(S (S (NP (JJ )(NN ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (NNP )(JJ )(NNS ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NNP ))))))))))))))(, )(S (NP (PRP ))(VP (VBP )(NP (JJ )(NNS ))(S (VP (TO )(VP (VB )(NP (JJ )(JJ )(NNS ))))))))(. )))	6	17	2,833333333
(TOP (NP (NP (NNP ))(: )(S (VP (VBG )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (NP (NNS ))(PP (IN )(NP (JJ )(NNS ))))(PP (IN )(NP (NNP ))))))))(. )))	2	11	1,5
(TOP (NP (NP (NNP ))(CC )(NP (NNP )(NNP ))(. )))	1	4	1
(TOP (NP (NP (NNP ))(NP (CD ))(. )))	4	4	1
(TOP (NP (NP (NNP ))(PP (IN )(NP (NNP )(, )(CD )(, )(CD )))(. )))	2	5	1,5
(TOP (NP (NP (NNP ))(PP (IN )(NP (NNP )(NNP )(NNP )(NNP )(NNP )))(. )))	1	5	1
(TOP (NP (NP (NNP ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NP (NN ))(PP (IN )(NP (CD )(NNS ))))(, )(NP (DT )(JJ )(CD )(SYM )(FW )(FW )(FW )(FW ))(, )(NP (JJ )(NN )(NN ))))))(. )))	8	10	2,625
(TOP (NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NNP )(CC )(NNP ))(, )(NP (NP (CD ))(, )(NP (CD )))))(. )))	1	7	1
(TOP (NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NN )(CD ))(SBAR (S (NP (PRP ))(VP (VP (VBD ))(CC )(VP (VBD )(SBAR (WHADVP (WRB ))(S (VP (TO )(VP (VB )(NP (NNS ))))))))))))(. )))	5	14	3
(TOP (NP (NP (NNP ))(PP (IN )(NP (NP (NNP ))(, )(NP (NNP )(CC )(NNP ))))(. )))	1	6	1
(TOP (NP (NP (NNP ))(PP (IN )(NP (NP (NP (DT )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NP (CD ))(, )(NP (CD )))))(. )))	1	8	1
(TOP (NP (NP (NNS ))(CC )(NP (NNP ))(. )))	1	4	1
(TOP (NP (NP (NNS ))(PP (IN )(NP (DT )(NNP )(NNP )(NNP )))(. )))	2	5	1,5
(TOP (NP (NP (NNS ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(SBAR (S (NP (DT )(NNS ))(VP (VBP )(VP (VBN )(PP (TO ))(PP (IN )(NP (NP (NNS ))(, )(NP (NN )(NNS ))(, )(NP (NNS ))(, )(CC )(NP (JJ )(NNS )))))))))))))(. )))	7	15	3,285714286
(TOP (NP (NP (NP (CD )(. )(NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )))(: )(S (VP (VBG )(NP (DT )(JJ )(NNP )(NNP )(NNP )(NNP ))))(. )))	2	6	1,5
(TOP (NP (NP (NP (CD )(CC )(NNP )(. )(CD )(NN ))(NP (DT )(JJ )(JJ )(NNS ))(PP (IN )(NP (DT )(JJ )(NNS ))))(. )(CC )(NP (PRP ))(. )))	7	6	3,428571429
(TOP (NP (NP (NP (CD )(NNP )(NN ))(PP (IN )(NP (NP (CD )(NNS ))(PP (IN )(NP (NN )(NN )(NN )(NNS ))))))(, )(NP (NP (CD )(NNS ))(SBAR (S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NNS )(CC )(NNS )))))))))))(. )))	8	13	2,625
(TOP (NP (NP (NP (CD )(NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )))(, )(CC )(NP (NNP )(NNP ))(. )))	1	5	1
(TOP (NP (NP (NP (CD )(NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP ))(, )(CC )(NP (NNP )))(, )(NP (NNP ))(. )))	2	5	1,5
(TOP (NP (NP (NP (CD )(NNP )(NNP ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NNP ))))(PP (TO )(NP (NNP )))))(: )(NP (NNP )(NNP ))(. )))	1	8	1
(TOP (NP (NP (NP (CD ))(PP (IN )(NP (NN ))))(PP (TO )(NP (JJ )(NNS )(: )))))	2	6	1,5
(TOP (NP (NP (NP (DT )(JJ )(NN )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))))(: )(NP (NP (PRP )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NP (JJ )(NNS ))(PP (IN )(NP (DT )(NN ))))(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (DT )(NN ))))))))))))(. )))	11	14	2,545454545
(TOP (NP (NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NNPS ))))(PP (IN )(NP (DT )(NNP )))(. )))	8	6	3,375
(TOP (NP (NP (NP (DT )(NN ))(PP (IN )(NP (NP (NNS ))(VP (VBN )(NP (NN )(NN ))(PP (TO )(NP (JJ )(JJ )(NNS )))))))(, )(NP (NP (NN )(NNS ))(VP (VBG )(NP (DT )(ADJP (RBS )(JJ ))(NN ))))(. )))	7	9	2,428571429
(TOP (NP (NP (NP (DT )(NN ))(PP (TO )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP )))))(, )(CC )(NP (NNP )(NNP ))(. )))	1	7	1
(TOP (NP (NP (NP (DT )(NNP ))(, )(NP (NNP )))(, )(CC )(NP (NP (NNP ))(, )(NP (NNP )(CD )))(. )))	1	5	1
(TOP (NP (NP (NP (DT )(NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP )(CD ))(: )(S (VP (VBG )(NP (NP (DT )(NNS ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(, )(NP (NNP ))))))))(. )))	1	10	1
(TOP (NP (NP (NP (JJ )(NN ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (NN ))(SYM )(PRN (-LRB- )(FRAG (NP (FW )(FW )(FW )(FW ))(, )(NP (JJ )(NN )(NN ))))))(, )(. )))	2	8	3
(TOP (NP (NP (NP (JJ )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NNP )(CD ))(: )(NP (CD ))(. )))	1	6	1
(TOP (NP (NP (NP (JJ )(NNP ))(PP (IN )(NP (NNP )(NNP )(NNP ))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NNP )(, )(JJ )(CD )))))(. )))	1	7	1
(TOP (NP (NP (NP (NN ))(, )(NP (NNP )))(: )(NP (NP (NNP )(NNP ))(, )(NP (CD )))(. )))	1	5	1
(TOP (NP (NP (NP (NN ))(NP (CD )))(, )(NP (NNP )(CD ))(. )))	1	5	1
(TOP (NP (NP (NP (NN ))(PP (IN )(NP (DT )(JJ )(NN )(NNS ))))(: )(S (NP (NP (DT )(NN ))(PP (IN )(NP (PRP$ )(NN ))))(VP (VBZ )(PP (IN )(NP (NP (DT )(NN ))(CC )(NP (NP (DT )(NN )(CD ))(: )(NP (NP (NP (NP (NP (NP (NNP )(NN ))(PP (IN )(NP (NN )(CC )(NNS ))))(PP (IN )(NP (NP (NNS )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NN )(NNP )(NN ))(, )(NP (NN )))))))(, )(VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (NNP )(NN ))(VP (VBN )(PP (IN )(NP (NNS ))))))))(, )(NP (NN ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (NNP )(NN ))(VP (VBN )(PP (IN )(NP (JJ )(, )(NP (NP (NN ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (NNP )(NN ))(VP (VBN )(PP (IN )(NP (NP (NNP )(, )(NN ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (NNP )(NN ))(VP (VBN )(PP (IN )(NP (NNP )))))))(, )(NP (NN ))(, )(NP (NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (JJ )(NNS ))))))))))))))))))(. )(NP (NN )(NN ))(, )(NP (NN ))(, )(NP (NP (NNP )(NN ))(PP (IN )(NP (NP (NNP )(NN ))(, )(NP (NN )))))))))))(. )))	16	29	2,625
(TOP (NP (NP (NP (NNP )(NN ))(PP (IN )(NP (JJ )(JJ )(NN )(NN )(NNS ))))(: )(NP (NP (NP (DT )(NN )(NN ))(PP (IN )(NP (CD )(NNS ))))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NNS ))))))(. )))	7	8	2,142857143
(TOP (NP (NP (NP (NNP )(NN ))(PP (IN )(NP (NNS ))))(SBAR (S (NP (PRP ))(VP (VBP )(RB )(VP (VP (VBN ))(CC )(VP (VBN )(NP (DT )(NN )(NN ))(PP (IN )(NP (NP (JJ )(JJ )(NNS ))(PP (IN )(NP (JJ )(NNS ))))))))))(. )))	9	12	3,555555556
(TOP (NP (NP (NP (NNP )(NNP ))(, )(NP (NNP )(NNP )))(: )(NP (NP (NP (NNP )(JJ )(NN )(NN )(NNS ))(CC )(NP (NP (PRP$ )(NNS ))(PP (IN )(NP (JJ )(NN )))))(: )(NP (NN )))(. )))	6	8	2,333333333
(TOP (NP (NP (NP (NNP )(NNP ))(CC )(NP (NNP )(, )(NNP )(NNP )(NNP )(NNP )))(, )(PP (IN )(: )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(CD )(NNP ))(PP (IN )(NP (NP (NNP )(NNPS ))(PP (IN )(NP (NNP )(NNP )(NNP )(, )(CD )))))))))(. )))	8	11	3,125
(TOP (NP (NP (NP (NNP )(NNP ))(CC )(NP (PRP$ )(NNP )(NNP )))('' )(, )(NP (NP (CD ))(, )(NP (CD )))(. )))	4	5	3,5
(TOP (NP (NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(CC )(NNP )(CD ))))(: )(NP (CD ))(. )))	2	6	1,5
(TOP (NP (NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NP (NN ))(NP (CD )))(, )(NP (NN )(CD ))(, )(NP (NNP )(CD ))(, )(ADVP (RP ))(. )))	4	6	2,75
(TOP (NP (NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NP (NN ))(NP (CD )))(, )(NP (NN )(CD ))(, )(NP (NNP )(CD ))(, )(NP (NNP )(CD ))(. )))	4	6	2,75
(TOP (NP (NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP ))))(, )(NP (NP (NN ))(NP (CD )))(, )(NP (NNP )(CD )(, )(NNP )(CD ))(, )(PP (RP )(NP (CD )))(. )))	1	6	1
(TOP (NP (NP (NP (NNP )(NNPS ))(PP (IN )(NP (NP (NNP )(NNP )(, )(CD )(, )(NN )(CD )(, )(CD )(. )(CD )(NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP )))))(, )(CC )(NP (NNP )(NNP ))(. )))	1	7	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(CC )(NNP )))(, )(NP (NP (NNP )(NNP )(NN )(JJ )(NNS ))(VP (VBG )(NP (NNP )(CC )(NNP ))))(. )))	4	6	2
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )(NNP )(NNP )))(: )(NP (NP (NN ))(PP (IN )(NP (NNP )(NNP ))))(. )))	1	6	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )))(, )(NP (NNP )(NNP ))(. )))	1	5	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP ))(CC )(NP (NNP )))(, )(NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )(NNP ))))))(. )))	1	8	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP )))(: )(NP (CD ))(. )))	1	5	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP )(NNP )))(: )(S (VP (VBG )(NP (NP (NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (DT )(NNP ))))))))))))	2	12	1,5
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP ))(, )(NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(, )(NP (NP (NNP )(NN )(NN ))(PP (IN )(NP (NP (NP (NN )(NNS ))(PP (IN )(NP (JJ )(NN )(NNS ))))(, )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NP (NP (JJ )(NNP ))(, )(NP (NNP ))(CC )(NP (NNP )))(, )(NP (NN )(CD ))(, )(NP (NNP )(CD )(. )(CD )(NNP )(NNP ))(, )(NP (NNP )(CC )(NNP )(NNP ))(CC )(NP (NNP )(NNP )))(CC )(NP (NNP )(NNP ))))))))(. )))	11	12	2,545454545
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )))(, )(CC )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNS )(CD ))(, )(NP (CD )))(. )))	1	5	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NNP )(CD ))(. )))	1	5	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP ))(: )(NP (NP (NNP )(NNP )(NNP ))(, )(NP (NNP )(NNP ))))(. )))	1	6	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(CC )(NP (NP (NNP ))(, )(NP (NP (NNP )(NNP )(NNP )(NNP ))(PP (IN )(NP (NNP )(NNP )))))(. )))	1	7	1
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(CC )(NP (NP (NNP ))(, )(NP (NP (NP (NNP )(NNP )(JJ )(JJ )(NNS ))(PP (IN )(NP (JJ )(NN ))))(VP (VBG )(NP (JJ )(NN )(NNS )))))(. )))	7	8	2,428571429
(TOP (NP (NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(NP (NP (NNP ))(, )(NP (NNP )))(: )(CC )(NP (NP (NNP ))(, )(NP (NNP )(CD )))(. )))	1	5	1
(TOP (NP (NP (NP (NNP ))(PP (IN )(NP (JJ )(NN )(CD ))))(: )(S (NP (NN ))(VP (VBZ )(NP (NP (DT )(NN )(NN ))(SBAR (S (NP (NNP )(NN )(NNP ))(VP (VBD )(VP (VBN )(NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN ))))))))))))))(. )))	5	16	2,4
(TOP (NP (NP (NP (NNP ))(PP (IN )(NP (NNS ))))(: )(S (S (NP (NP (RB )(NN ))(PP (IN )(NP (DT )(JJ )(NN ))))(VP (MD )(VP (VB )(VP (VBN )))))(: )(S (PP (IN )(NP (NN )(NNS )))(, )(NP (NP (RB )(DT ))(PP (IN )(NP (DT )(JJ )(NN )(NN ))))(VP (MD )(VP (VB )(VP (VBN ))))))(. )))	10	8	2,4
(TOP (NP (NP (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (JJ )(JJ )(NN ))))(PP (IN )(NP (ADJP (RB )(VBN ))(NNS )))(. )))	4	7	2
(TOP (NP (NP (NP (NP (DT )(NNP ))(PP (IN )(NP (NNP )(CC )(NNP ))))(PP (IN )(NP (NNP )(NNP ))))(CC )(NP (NNP )(NNP ))(. )))	4	7	2
(TOP (NP (NP (NP (NP (NNP )(NNS ))(PP (IN )(NP (NP (CD )(NNS ))(PP (IN )(NP (JJ )(NNS ))))))(: )(NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NN ))(, )(SBAR (WHNP (WP ))(S (NP (CD ))(VP (VBZ )(PP (IN )(S (VP (VBG )(NP (PRP ))))))))))))(, )(CC )(SBAR (WHNP (WP ))(S (NP (NN ))(VP (VBZ )))))(PP (IN )(S (VP (VBG )(NP (PRP )))))(. )))	8	15	3,125
(TOP (NP (NP (NP (NP (NNP ))(PP (IN )(NP (NN )(NN ))))(PP (IN )(NP (JJ )(NNS ))))(SBAR (S (NP (NP (DT )(NN ))(NP (PRP )))(VP (VP (VBP )(NP (NP (DT )(NN )(NN ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(RB )(ADJP (JJ )(PP (TO )(NP (DT )(VBN )(NN )))))))))(, )(CC )(VP (VBZ )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(VBG )(NNS ))))))))(. )))	14	14	3,428571429
(TOP (NP (NP (NP (NP (NNS ))(PP (IN )(NP (NNP )(NNP )(NNP ))))(PP (IN )(NP (NNP )(NNP ))))(: )(NP (DT )(NNP ))(. )))	1	7	1
(TOP (NP (NP (NP (NP (NP (NNP )(NNP ))(CC )(NP (NNP )(NNP )))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (DT )(NN ))))))(SBAR (S (NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(ADVP (RB ))(, )(PP (IN )(NP (DT )(JJ )(NN ))))))))))(, )(NP (NP (CD )(NNS ))(PP (TO )(NP (JJ )(NN ))))(: )(NP (NP (NNP )(NN )(NN ))(: )(NP (NP (NP (NNP ))(NNP )(NN ))(RB )(VP (VBN )(NP (DT )(NNS ))(PP (IN )(NP (NP (NP (RBS ))(ADJP (JJ )(CC )(JJ ))(NNS ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NNS ))))))))))(. )))	18	12	3,333333333
(TOP (NP (NP (PRP )(NNP )(NNP ))(, )(NP (JJ )(NN )(CD ))(. )))	4	4	2,75
(TOP (NP (NP (PRP ))(PP (IN )(S (VP (VBG )(SBAR (IN )(S (NP (DT )(JJ )(NNS ))(VP (VBP )(VP (VBN )(PP (IN )(S (VP (VBG )(NP (NP (JJ )(NNS ))(SBAR (IN )(S (NP (DT )(JJ )(NN ))(VP (VBZ )(NP (DT )(NNS ))(SBAR (WHADVP (WRB ))(S (NP (NN )(NNS ))(VP (VBP )(VP (VBN )(PP (IN )(NP (NP (JJ ))(VP (VBN )(PP (IN )(NP (DT )(NN )(NN )(NN ))))))))))))))))))))))))(. )))	12	26	3,333333333
(TOP (PP (IN )(: )(NP (NP (NNS ))(PP (IN )(NP (NNP )(CC )(NNP )(, )(NNP )(, )(NNP ))))(. )))	2	6	1,5
(TOP (PP (IN )(NP (NNP )(CD )(CD ))(. )))	3	4	3
(TOP (PP (IN )(NP (NNP )(NNP ))))	2	4	1
(TOP (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(VBN )(NN ))(PP (IN )(NP (NNS ))))))(. )))	1	8	1
(TOP (PP (IN )(NP (NP (NN ))(PP (TO )(NP (NP (NP (NN )(NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (DT )(NN )))(, )(SBAR (S (NP (NP (NNS ))(PP (IN )(NP (DT )(NN ))))(VP (VBP )(VP (VBN )(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (DT )(JJ )(NN ))))))))))))(. )))	4	14	1,75
(TOP (PP (IN )(NP (NP (NNP )(NNP )(NNP ))(CC )(NP (NNP )(NNP )))(. )))	1	5	1
(TOP (PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NNP )(, )(CD )(, )(CD ))))(. )))	2	6	1,5
(TOP (PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(JJ )(JJ )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NNP ))(, )(NP (NNP )))))))(, )(. )))	1	9	1
(TOP (PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(JJ )(NNP )(NNP ))(PP (IN )(NP (NP (DT )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(, )(NP (NN ))(, )(NP (CD ))(, )(NP (NNP ))(, )(NP (NNP )))))))))(. )))	1	11	1
(TOP (PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (DT )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP ))(PP (IN )(NP (NP (NNP )(NNP )(NNPS ))(, )(NP (NNP )(NNP )(CC )(NNP )(NNP )))))))))(. )))	4	11	2
(TOP (PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (NNP ))(, )(NP (CD )))))(. )))	1	7	1
(TOP (PP (RB )(IN )(S (VP (VBG )(NP (NP (NN )(NN ))(NP (PRP ))(, )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(SBAR (S (NP (PRP ))(VP (VBD )(PP (IN )(NP (NP (NNP )(NN ))(CC )(NP (JJ )(NN )(NN ))))))))))))))(. )))	5	16	2,8
(TOP (S (ADVP (IN ))(: )(NP (NP (JJ )(NNS ))(: )(S (VP (VBG )(NP (DT )(NN )))))(. )))	5	7	3,2
(TOP (S (ADVP (RB ))(, )(NP (DT )(NN )(NNS ))(VP (MD )(VP (VB )(NP (JJ )(NNS ))(PP (IN )(NP (PRP$ )(JJ )(NN )(NN )(NNS )))))(. )))	6	7	2,833333333
(TOP (S (ADVP (RB ))(, )(NP (DT )(NNP )(NN )(NN ))(VP (VBZ )(VP (VBN )(SBAR (RB )(IN )(S (NP (NN )(NNS ))(VP (MD )(VP (VB )(PP (TO )(NP (DT )(JJ )(JJ )(NN )))(S (VP (TO )(ADVP (RB ))(VP (VB )(SBAR (IN )(S (NP (NN ))(VP (VBZ )(VP (VBN ))))))))))))))(. )))	7	16	3,142857143
(TOP (S (ADVP (RB ))(, )(NP (EX ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS ))))(S (VP (TO )(VP (VB )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (JJ )(NNS ))))))))))(. )))	15	12	4,6
